,Customer_ID,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Debt_to_Income_Ratio,EMI_to_Salary_Ratio
17,CUS_0x104a,37.0,14981.39,1461.4491666666663,2.0,7.0,5.0,4.0,2.0,6.0,0.63,4.0,Good,1122.46,381.0,No,38.11596751942855,27.296647704996218,312.1313728625005,Standard,0.07492362190691251,0.026080939651404383
18,CUS_0x104e,50.0,19180.87,1688.405833333333,8.0,4.0,18.0,4.0,5.0,17.0,9.32,6.0,Standard,1127.57,296.0,No,57.36421100960239,87.94999893123293,301.6234318124418,Standard,0.05878617601808468,0.03397536888175231
19,CUS_0x104f,20.0,11336.835,992.73625,4.0,6.0,14.0,6.0,30.0,19.0,16.44,7.0,Standard,177.98,179.0,Yes,35.56273086250209,45.3923063415084,289.63507237550925,Standard,0.015699267035288067,0.03582293974104612
20,CUS_0x1051,41.0,35022.22,2859.518333333333,3.0,5.0,4.0,1.0,6.0,11.0,1.36,5.0,Good,1000.44,336.0,No,21.21457645232058,165.19676938257066,439.8891675332293,Good,0.028565864756717307,0.0074189335333237055
21,CUS_0x1056,44.0,16053.86,1196.8216666666667,8.0,6.0,24.0,5.0,24.0,16.0,0.83,8.0,Bad,2107.76,190.0,Yes,44.86029054336601,86.00719938496633,258.8146767383343,Poor,0.13129303482153204,0.037482852953614094
22,CUS_0x1057,46.0,86617.16,7250.096666666667,8.0,4.0,6.0,3.0,16.0,20.0,10.26,4.0,Standard,718.53,293.0,No,141.3820546343075,385.56373439092715,637.8698630013848,Standard,0.008295469396595315,0.019500713043500685
23,CUS_0x105b,24.0,34428.21,2575.0175,2.0,4.0,8.0,0.0,3.0,12.0,8.51,0.0,Good,180.7,324.0,No,0.0,101.1945894685559,434.5171326911849,Good,0.0052486028172826875,0.0
24,CUS_0x105c,54.0,127617.6,10596.8,0.0,4.0,5.0,3.0,6.0,6.0,9.22,0.0,Good,542.91,286.0,No,211.05460599751723,196.93443395928472,879.5997545004626,Standard,0.0042541937789145065,0.019916824512826253
25,CUS_0x1063,20.0,128698.76,10628.896666666666,7.0,5.0,10.0,4.0,10.0,16.0,10.67,12.0,Standard,583.11,198.0,Yes,251.6127820563614,136.3149548476463,820.7161381987191,Standard,0.004530812884288862,0.023672521235947798
26,CUS_0x1069,32.0,58637.34,4799.445,4.0,6.0,10.0,3.0,9.0,17.0,12.56,5.0,Standard,208.8,362.0,Yes,139.8850133927109,136.55913511652776,332.9212379400599,Standard,0.0035608709399164427,0.02914608113911315
27,CUS_0x106f,54.0,134035.08,11102.589999999998,0.0,5.0,10.0,2.0,3.0,7.0,10.32,4.0,Good,767.91,293.0,No,143.48373199958996,647.5672128878949,659.6706278852937,Good,0.005729171795920889,0.012923446871368751
28,CUS_0x1075,38.0,24709.33,1933.468717801689,5.0,5.0,6.0,3.0,27.0,11.0,7.0,1.0,Good,413.18,211.0,No,43.3850460671115,86.87472919516766,339.5319695545978,Poor,0.016721618918845632,0.10138625972787108
29,CUS_0x107c,14.0,49718.55,4179.2125,7.0,10.0,27.0,6.0,27.0,16.0,5.5,7.0,Bad,1920.25,164.0,Yes,231.95678064503065,94.35154395427665,340.64762949283835,Poor,0.03862240552067588,0.05550250929930715
30,CUS_0x107e,14.0,75095.91,6269.9925,5.0,6.0,15.0,6.0,9.0,10.0,13.53,8.0,Standard,989.71,138.0,Yes,261.8424087127099,481.04587272205737,467.7314214951719,Standard,0.01317927967049071,0.04176119966853388
31,CUS_0x1087,51.0,42153.13,3377.7608333333333,5.0,4.0,10.0,3.0,10.0,11.0,4.81,4.0,Good,1027.64,335.0,No,79.29961145958775,191.5592424638009,385.5386979211978,Standard,0.024378735339463525,0.02347697642681562
32,CUS_0x108a,38.0,36982.36,2554.813823273585,7.0,9.0,21.0,9.0,15.0,15.0,24.61,15.0,Bad,4882.12,87.0,Yes,454.41955211428353,163.85031352388137,176.66597775491613,Good,0.13201212686264477,0.17786797142502447
33,CUS_0x1096,43.0,12931.56,1348.63,4.0,4.0,9.0,3.0,19.0,20.0,18.51,3.0,Standard,752.86,255.0,Yes,20.579154708485927,62.11301889627041,320.6162071377229,Poor,0.05821880732100381,0.01525930367001025
34,CUS_0x1098,22.0,20652.98,1468.081666666667,7.0,5.0,21.0,2.0,22.0,13.0,15.58,8.0,Standard,1859.53,221.0,Yes,33.238356239959586,71.13751290564409,332.4322343990002,Poor,0.09003688571818691,0.022640672514784882
35,CUS_0x109b,55.0,31641.93,2610.8275,4.0,6.0,7.0,3.0,25.0,12.0,9.37,1.0,Standard,583.6,239.0,No,60.33629926519114,108.84481321702535,355.1864880494753,Standard,0.01844388126767236,0.023110029010032698
36,CUS_0x109d,45.0,49140.87,4377.0725,10.0,6.0,27.0,6.0,35.0,18.0,16.66,11.0,Bad,2950.8,71.0,Yes,154.17242632517255,145.44650783314106,363.88670660013145,Standard,0.06004777693191024,0.03522272622287443
37,CUS_0x109f,41.0,130435.86000000002,10623.655,4.0,6.0,9.0,2.0,17.0,1.0,10.85,0.0,Good,942.71,353.0,No,188.18613322151185,429.5188009655092,801.0436074115017,Poor,0.007227383635144507,0.01771387843651849
38,CUS_0x10a9,41.0,17603.265,1427.93875,8.0,6.0,4.0,0.0,9.0,10.0,6.27,4.0,Standard,836.66,183.0,No,0.0,78.09602890476685,344.6978460952332,Standard,0.04752868288922538,0.0
39,CUS_0x10aa,20.0,114432.03,9272.0025,1.0,2.0,7.0,0.0,9.0,9.5,11.98,4.0,Good,444.51,251.0,No,0.0,196.76450278729115,978.6361717448266,Good,0.003884489333974063,0.0
40,CUS_0x10ac,29.0,16718.645,1270.2204166666668,7.0,3.0,15.0,4.0,26.0,11.0,11.45,1.0,Standard,853.41,189.0,No,50.9619359000891,81.29993703894624,288.8436305225657,Good,0.05104540469637342,0.04012054540409943
41,CUS_0x10b3,48.0,136150.6,11127.883333333331,1.0,5.0,9.0,3.0,8.0,0.0,10.72,3.0,Good,260.29,322.0,No,177.65407218247665,399.336843197433,884.9739629763758,Good,0.0019117800435694003,0.01596476767961053
42,CUS_0x10b6,48.0,23627.63,1712.969166666667,7.0,3.0,19.0,3.0,6.0,12.0,1.23,1.0,Standard,277.93,214.0,No,37.99637812752503,73.7572395131199,317.22802599419776,Standard,0.011762923323244861,0.022181589060043416
43,CUS_0x10bb,35.0,60830.92,5044.243333333333,0.0,1.0,11.0,4.0,14.0,3.0,7.41,0.0,Good,133.63,280.0,No,159.79934699914432,106.5303886217482,448.314899538196,Good,0.0021967446818164185,0.03167954764258881
44,CUS_0x10c0,38.0,49454.13,4328.1775,8.0,5.0,23.0,2.0,59.0,25.0,4.95,8.0,Bad,1388.56,154.0,Yes,73.34635944957465,217.2658663536832,429.5332115565353,Poor,0.028077735873626733,0.016946245723419302
45,CUS_0x10c5,24.0,158623.16,13180.596666666665,2.0,7.0,10.0,1.0,10.0,5.0,6.04,0.0,Good,1134.83,356.0,No,91.03390497961712,954.5143822811335,727.3996588669438,Good,0.00715425162378558,0.006906660394960658
46,CUS_0x10d7,39.0,15968.14,1380.678333333333,7.0,7.0,21.0,9.0,37.0,19.5,17.26,14.0,Bad,4912.8,141.0,Yes,77.99711821646055,128.4324865044014,236.6018754584052,Poor,0.30766263321839615,0.05649188252860773
47,CUS_0x10dd,25.0,105645.6,9090.8,4.0,3.0,5.0,4.0,28.0,19.0,2.41,1.0,Standard,1336.91,253.0,No,315.40610064414074,283.636763751823,614.4841981963464,Standard,0.012654668060004393,0.03469508741190443
48,CUS_0x10df,27.0,9929.235,828.4362500000002,4.0,8.0,23.0,3.0,13.0,18.0,11.5,14.0,Standard,2328.08,80.0,Yes,18.120966441843297,38.72632089946893,279.7273099205967,Poor,0.23446720719169198,0.021873700531384634
49,CUS_0x10e2,37.0,43133.85000000001,3432.487500000001,10.0,10.0,31.0,7.0,43.0,24.0,6.41,11.0,Bad,2504.1,123.0,Yes,151.28725497549289,92.31916906106264,302.03122433047474,Poor,0.05805417323053702,0.044075107331197225
50,CUS_0x10e7,19.0,64933.76,5368.1466666666665,3.0,3.0,33.0,4.0,15.0,19.0,19.04,6.0,Standard,2699.17,170.0,Yes,193.69258208877807,308.16540485931137,363.3781783041651,Poor,0.04156805335160015,0.03608183496391891
51,CUS_0x10eb,50.0,28315.95,2415.6625,4.0,7.0,10.0,2.0,8.0,8.0,10.34,4.0,Good,677.4,239.0,No,30.230996271640148,74.96139579758291,368.5595871851412,Good,0.023922912704677043,0.012514577790415735
52,CUS_0x10ee,30.0,12660.16,909.0133333333332,5.0,7.0,15.0,0.0,10.0,14.0,9.1,2.0,Standard,456.02,301.0,No,0.0,55.563439226426695,313.3937326830327,Standard,0.036020081894699595,0.0
53,CUS_0x10f9,54.0,150131.68,12596.973333333332,5.0,1.0,4.0,0.0,8.0,0.0,11.49,0.0,Good,1138.36,377.0,No,0.0,229.9829277844399,1269.7144055488936,Good,0.007582410321392527,0.0
54,CUS_0x10fd,29.0,39576.59,3199.049166666666,0.0,7.0,2.0,4.0,14.0,4.0,4.62,1.0,Good,226.37,235.0,No,124.31083909356008,52.58891543311434,340.83091335258587,Poor,0.005719795464945313,0.03885868350785275
55,CUS_0x10ff,36.0,16341.075,1292.75625,4.0,4.0,6.0,2.0,8.0,20.0,11.63,0.0,Standard,684.05,206.0,No,16.960460461757126,154.93286203367933,247.3823025045635,Standard,0.04186077109370099,0.013119612039591475
56,CUS_0x1100,21.0,43062.54,3607.545,6.0,10.0,23.0,2.0,55.0,20.0,19.05,9.0,Standard,2169.75,182.0,Yes,47.499818741612366,71.94658528758634,490.7369788628389,Poor,0.050386019960736175,0.0131667986793269
57,CUS_0x1107,31.0,28952.76,2338.73,7.0,9.0,21.0,8.0,39.5,25.0,2.46,11.0,Bad,2717.85,13.0,Yes,155.77998901144184,67.20023459109025,270.8927763974679,Poor,0.09387187957210297,0.06660879580432194
58,CUS_0x1108,25.0,117499.47,9780.6225,4.0,5.0,8.0,0.0,10.0,8.0,8.32,4.0,Good,337.9,365.0,No,0.0,155.942024816162,973.469111166734,Standard,0.0028757576523536655,0.0
59,CUS_0x1109,42.0,76284.72,6451.06,6.0,10.0,18.0,6.0,24.0,12.0,11.69,11.0,Standard,1957.32,236.0,Yes,222.95900228494304,110.48614606887028,553.6963971547973,Poor,0.025658087229002084,0.0345616072839104
60,CUS_0x1119,36.0,56301.9,4593.825,9.0,5.0,26.0,2.0,15.0,18.0,14.73,9.0,Standard,2161.23,168.0,Yes,50.11934808737193,105.6821272824902,489.09742408516627,Poor,0.03838644876993494,0.010910156152524733
61,CUS_0x111b,40.0,70277.22,5633.435,3.0,6.0,7.0,3.0,5.0,11.0,11.05,7.0,Good,762.48,241.0,No,149.93410641234473,149.0582308428651,527.6000630963429,Good,0.010849603897251484,0.026615041517714277
62,CUS_0x111c,24.0,71809.76,6168.1466666666665,7.0,7.0,17.0,8.0,52.0,15.0,1.58,7.0,Bad,4439.92,80.0,Yes,297.91768403000606,204.4044735825978,361.88250133267456,Poor,0.06182892130540473,0.04829938393650487
63,CUS_0x1123,15.0,15264.98,1266.0816666666667,6.0,5.0,34.0,3.0,26.0,15.0,9.68,12.0,Bad,2375.88,100.0,Yes,36.79009671120451,48.82457539095681,304.2870648871214,Poor,0.15564252295122563,0.029058233508795123
64,CUS_0x112d,22.0,14728.21,1480.3508333333332,10.0,9.0,31.0,5.0,48.0,11.0,9.27,6.0,Standard,2390.37,197.0,Yes,41.58565127954797,109.93283272019556,276.51659933358974,Poor,0.16229874506134825,0.028091753889116132
65,CUS_0x112e,31.0,20162.26,1872.188333333333,8.0,4.0,11.0,4.0,13.0,10.0,1.71,2.0,Standard,660.26,230.0,No,66.24488172410403,93.66329723952254,281.7814786366365,Standard,0.03274732098484991,0.03538366335514894
66,CUS_0x112f,21.0,75506.42,6050.201666666668,1.0,4.0,5.0,1.0,1.0,2.0,3.44,7.0,Good,1069.19,278.0,No,60.903643233171024,278.2980758592782,455.59256925717517,Poor,0.014160252863266462,0.01006638234370221
67,CUS_0x1130,37.0,137798.88,10609.791908648782,6.0,5.0,13.0,0.0,23.0,14.0,9.25,2.0,Standard,1056.3,330.0,No,988.4480913512176,150.21367566988522,1272.4506841002112,Good,0.007665519487531393,0.09316375852248945
68,CUS_0x1132,39.0,46268.4,3983.7,5.0,4.0,20.0,4.0,28.0,17.0,9.58,7.0,Standard,1447.57,162.0,Yes,103.77805009014692,215.32347388346992,366.11507134482974,Poor,0.03128636391143847,0.02605066899870646
69,CUS_0x1134,48.0,15279.545,1517.7916271206154,0.0,5.0,8.0,3.0,1.0,4.0,6.99,4.0,Good,168.35,365.0,No,76.53930322159488,43.532161328080505,338.4429177214172,Good,0.0110179982453666,0.050428070529547384
70,CUS_0x1135,22.0,83358.3,6896.5250000000015,5.0,3.0,5.0,3.0,6.0,6.0,2.66,7.0,Good,727.88,365.0,No,169.93600478124742,189.52281498719935,561.6768134005483,Good,0.008731943909604682,0.024640816176443554
71,CUS_0x1136,22.0,37360.94,2864.411666666667,10.0,5.0,33.0,5.0,44.0,12.0,9.89,11.0,Standard,1271.23,136.0,Yes,93.34174656716053,79.14896534244873,304.4623438833569,Poor,0.03402564282376193,0.03258670799780078
72,CUS_0x1138,44.0,154868.24,13051.686666666665,2.0,5.0,10.0,0.0,14.0,3.0,4.16,4.0,Good,242.75,354.0,No,0.0,600.4019315721449,1024.5685619307608,Poor,0.0015674614756389046,0.0
73,CUS_0x1139,32.0,94991.82,8144.985,7.0,6.0,13.0,0.0,18.0,18.0,19.45,6.0,Standard,1320.61,310.0,Yes,0.0,250.60000394331485,818.0757623442322,Standard,0.013902354960669243,0.0
74,CUS_0x113e,44.0,34476.68,2715.056666666667,6.0,7.0,24.0,8.0,36.0,17.0,4.48,11.0,Bad,1976.63,132.0,Yes,171.1757589064547,104.77578774382548,161.54070849744568,Poor,0.05733237655133847,0.06304684576495813
75,CUS_0x1140,31.0,7621.8,914.15,6.0,10.0,28.0,6.0,18.0,19.0,27.01,14.0,Bad,4128.98,77.0,Yes,24.906263362349712,43.81453263244075,285.76819676028566,Standard,0.5417329239812118,0.027245269772301826
76,CUS_0x1144,42.0,135851.24,11418.936666666665,4.0,4.0,18.0,2.0,30.0,18.0,11.19,8.0,Standard,695.12,299.0,Yes,206.55719362380657,276.08517472977434,913.253715542456,Standard,0.0051167733176377345,0.018089004226354403
77,CUS_0x1145,23.0,17975.32,1444.9433333333334,6.0,5.0,32.0,9.0,61.0,25.0,8.9,13.0,Bad,1263.1,143.0,Yes,76.450324587172,116.5713025210154,232.4746657071297,Poor,0.07026856823689369,0.05290887388006358
78,CUS_0x114a,42.0,15305.46,1230.455,0.0,7.0,2.0,2.0,14.0,2.0,10.95,0.0,Good,642.42,183.0,No,20.301653868439384,79.00742354624393,314.55192989476456,Standard,0.04197325660254576,0.016499306247233246
79,CUS_0x114b,37.0,107118.96,9104.58,5.0,7.0,5.0,3.0,24.0,9.0,5.49,1.0,Standard,1049.33,367.0,Yes,139.56598983590766,273.92788759144327,782.1655392380885,Standard,0.009795931551239853,0.015329206820732825
80,CUS_0x1151,41.0,17692.27,1335.3558333333333,6.0,5.0,29.0,6.0,35.0,24.5,28.12,9.0,Bad,3762.64,131.0,Yes,78.44723488236784,88.60862920826919,241.2210049240808,Poor,0.21267140960430742,0.058746315344687404
81,CUS_0x1152,28.0,31316.47,2510.705833333333,0.0,2.0,6.0,2.0,13.0,5.0,5.44,1.0,Good,800.89,216.0,No,30.82197969850557,124.97678843365011,358.280059036868,Good,0.025574082902702633,0.012276221008968158
82,CUS_0x1154,40.0,7645.095,632.0912500000002,9.0,9.0,19.0,5.0,44.0,15.0,21.14,10.0,Bad,2869.83,140.0,Yes,17.487851054475886,40.01794554244485,285.45801032160006,Standard,0.3753818624883013,0.027666655810337323
83,CUS_0x1155,41.0,158483.48,12927.956666666669,2.0,1.0,6.0,3.0,1.0,3.0,2.65,4.0,Good,471.82,333.0,No,347.53545957543184,229.90505511448904,874.0105902820676,Good,0.0029770926282032674,0.02688247404723395
84,CUS_0x1156,24.0,10060.015,1103.3345833333333,3.0,9.0,17.0,6.0,18.0,12.0,9.29,12.0,Standard,1971.81,127.0,Yes,32.28432276915212,72.27556199955825,282.5097112532732,Poor,0.19600467792543053,0.02926068235042222
85,CUS_0x115c,19.0,41695.76,3401.646666666667,6.0,7.0,15.0,9.0,24.0,21.0,25.99,8.0,Bad,4453.51,96.0,Yes,302.8057257057672,82.53912834155781,199.19772534413437,Standard,0.10680966122214824,0.08901739521421013
86,CUS_0x1168,42.0,76440.52,6647.043333333334,0.0,4.0,9.0,2.0,9.0,3.0,10.85,4.0,Good,998.47,244.0,No,96.74970978904616,635.6787755082578,209.0893157030412,Good,0.013062051383219267,0.014555299993888935
87,CUS_0x1169,33.0,115324.62,9772.385,2.0,5.0,8.0,4.0,6.0,6.0,5.5,3.0,Good,1316.45,285.0,No,199.25125980012183,177.1881837352381,731.7037897546722,Good,0.011415168764484115,0.02038921509949944
88,CUS_0x117d,24.0,70779.18,5861.264999999999,1.0,4.0,9.0,4.0,14.0,1.0,2.11,4.0,Good,1340.31,252.0,No,131.34831160336728,177.77034838085586,602.1382115595892,Good,0.018936500818461023,0.02240955008916459
89,CUS_0x117f,51.0,93847.86,7599.655,3.0,4.0,12.0,3.0,14.0,8.0,11.52,1.0,Standard,1405.22,190.0,No,196.7267019001216,315.28921654322494,495.6124385669119,Standard,0.01497338351668328,0.025886267455578132
90,CUS_0x1182,23.0,176696.88,14648.74,5.0,7.0,12.0,4.0,4.0,7.0,4.01,6.0,Good,433.68,200.0,No,301.8437569951663,244.39651509714287,1082.9761112234296,Good,0.0024543727087880667,0.02060544162809677
91,CUS_0x1183,22.0,134393.73,10944.4775,1.0,3.0,12.0,2.0,13.0,2.0,11.49,1.0,Good,945.29,302.0,No,136.0306304787093,213.6580157518148,927.7328690299692,Good,0.007033735874434022,0.012429157123189233
92,CUS_0x1184,49.0,19867.475,1396.6229166666665,3.0,5.0,11.0,3.0,10.0,9.0,6.74,4.0,Good,707.29,386.0,No,42.60688196261637,71.17145441559788,308.7975756812176,Good,0.03560039713149255,0.03050707635838214
93,CUS_0x1185,24.0,18963.65,1794.3041666666668,4.0,8.0,29.0,6.0,25.0,10.0,13.04,9.0,Standard,2422.18,78.0,Yes,64.12529496657565,70.41870902427223,294.88641267581875,Poor,0.12772752080954877,0.03573825227508843
94,CUS_0x1190,44.0,44134.06,3182.4816954086864,4.0,4.0,9.0,3.0,29.0,19.0,4.9,1.0,Good,809.59,277.0,No,551.2715538571302,121.32220942277624,418.5250506232482,Good,0.01834388225329825,0.17322065187442887
95,CUS_0x1192,46.0,16319.375,1518.947916666667,7.0,3.0,1.0,2.0,16.0,13.0,7.67,4.0,Standard,1275.32,279.0,No,16.291128824626224,103.40893640475484,307.7292608483157,Standard,0.07814760062808777,0.010725271515811501
96,CUS_0x1193,46.0,31877.72,2571.476666666667,3.0,6.0,20.0,1.0,28.0,13.0,1.46,4.0,Standard,886.59,301.0,No,21.794375249782988,79.50989065192536,414.3245161448773,Standard,0.027812214926287073,0.008475431852949467
97,CUS_0x1195,31.0,30429.91,2808.8258333333333,4.0,6.0,16.0,2.0,27.0,17.0,3.67,3.0,Standard,362.48,341.0,No,29.91407646402904,78.21598561105614,395.17586058876884,Standard,0.011911964248333302,0.010650028958374021
98,CUS_0x1197,28.0,92300.01,7437.6675,3.0,5.0,11.0,3.0,29.0,9.0,18.96,2.0,Standard,755.17,222.0,Yes,211.74780891351924,99.71099604144317,636.5859811269779,Standard,0.008181689254421533,0.028469652470148637
99,CUS_0x119e,37.0,63601.48,5400.123333333334,3.0,7.0,15.0,6.0,27.0,13.0,19.49,6.0,Standard,1191.91,238.0,Yes,184.6916345620093,300.24338239337357,325.07731637795064,Standard,0.01874028717570723,0.034201373406041215
100,CUS_0x11a4,43.0,44295.54,3677.295,8.0,6.0,30.0,2.0,38.0,18.0,11.96,6.0,Standard,1280.42,147.0,Yes,65.57597408241918,74.61308704536044,478.872343208854,Poor,0.02890629620950552,0.017832666153359787
101,CUS_0x11ac,25.0,69136.54,5902.378333333332,3.0,4.0,14.0,0.0,9.0,18.0,7.18,3.0,Standard,478.85,203.0,Yes,0.0,189.29584606416444,625.7967019506218,Standard,0.006926149327114143,0.0
102,CUS_0x11ae,21.0,14550.52,1392.543333333333,7.0,10.0,25.0,9.0,38.0,20.0,23.08,6.0,Bad,4444.99,126.0,Yes,95.91103044567788,123.13871021618075,222.3447966744886,Poor,0.3054866767648166,0.06887471876088445
103,CUS_0x11b1,27.0,34819.83,2689.6525,7.0,3.0,10.0,1.0,19.0,12.0,7.69,1.0,Standard,905.89,220.0,Yes,22.795396122443535,117.4255266042762,397.0738845387509,Standard,0.026016496921438155,0.00847521979974868
104,CUS_0x11b7,28.0,70099.04,6088.586666666666,1.0,1.0,10.0,3.0,5.0,6.0,9.85,0.0,Good,498.61,286.0,No,121.91791454372937,183.595247045916,592.7361850460172,Good,0.007112936211394622,0.020024009054711554
105,CUS_0x11c0,19.0,14527.455,964.62125,3.0,3.0,4.0,4.0,14.0,4.0,6.31,1.0,Good,321.05,236.0,No,41.69544479322632,69.72996679832032,285.94990255644007,Good,0.022099534983932148,0.04322467993860422
106,CUS_0x11c1,34.0,29902.22,2230.851666666667,6.0,3.0,12.0,3.0,9.0,12.0,9.57,0.0,Standard,533.71,243.0,Yes,66.21032709571732,173.75926050258002,274.18780996401694,Standard,0.01784850756900324,0.02967939468366744
107,CUS_0x11c6,49.0,16523.745,1516.97875,1.0,4.0,1.0,4.0,8.0,8.0,10.06,4.0,Good,455.49,305.0,No,52.216169090547005,38.33470225860459,290.1165138323664,Good,0.027565784875038923,0.03442116054067798
108,CUS_0x11c7,53.0,36817.94,3198.161666666667,5.0,4.0,5.0,3.0,7.5,6.0,3.98,2.0,Good,1019.46,200.0,No,86.80991788500882,120.87712031809926,362.8927326365418,Good,0.027689218897092013,0.027143692825099673
109,CUS_0x11d1,24.0,11731.585,828.6320833333333,8.0,3.0,6.0,2.0,14.5,10.0,7.48,2.0,Standard,289.73,224.0,Yes,15.359696785723465,32.777846317329605,296.16838544964577,Standard,0.024696577657665187,0.018536208161209624
110,CUS_0x11d9,42.0,87538.24,7139.8533333333335,2.0,4.0,3.0,0.0,11.0,6.0,4.6,2.0,Good,41.82,297.0,No,0.0,173.63705119671113,779.0469058752786,Good,0.0004777340737031039,0.0
111,CUS_0x11e2,34.0,44986.55,3689.879166666667,5.0,4.0,11.0,1.0,0.0,1.0,10.26,0.0,Good,753.21,239.0,No,23.26713547724025,133.99451205650834,474.97882130861956,Good,0.016743004297951277,0.006305663255162668
112,CUS_0x11eb,24.0,62835.08,5464.256666666667,0.0,4.0,1.0,2.0,10.0,12.0,2.02,4.0,Good,306.85,393.0,No,67.38407411418386,207.54870778132965,536.851764400205,Good,0.004883418625392058,0.01233179153630238
